"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	83
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Black or African American"	"2054-5"	28
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	124
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"35-39 years"	"35-39"	"White"	"2106-3"	16
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"40-44 years"	"40-44"	"White"	"2106-3"	20
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	17
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	45
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	39
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	71
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	36
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	67
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	51
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	95
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	37
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	114
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	34
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	111
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	30
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	100
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	22
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	94
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Black or African American"	"2054-5"	33
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	93
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"40-44 years"	"40-44"	"White"	"2106-3"	25
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	18
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"45-49 years"	"45-49"	"White"	"2106-3"	37
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	35
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"50-54 years"	"50-54"	"White"	"2106-3"	63
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	41
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	89
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	43
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	87
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	52
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	117
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	38
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	94
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	26
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	105
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	17
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	94
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Black or African American"	"2054-5"	20
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	113
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"35-39 years"	"35-39"	"White"	"2106-3"	25
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"40-44 years"	"40-44"	"White"	"2106-3"	21
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	18
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"45-49 years"	"45-49"	"White"	"2106-3"	33
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	49
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"50-54 years"	"50-54"	"White"	"2106-3"	82
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	54
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	82
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	39
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	99
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	39
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	110
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	33
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	105
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	31
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	108
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	17
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"80-84 years"	"80-84"	"White"	"2106-3"	109
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Black or African American"	"2054-5"	29
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"White"	"2106-3"	96
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"40-44 years"	"40-44"	"White"	"2106-3"	25
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	56
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	75
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	84
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	106
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	135
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	127
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	144
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	135
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	157
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"40-44 years"	"40-44"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	40
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	75
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	86
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	101
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	137
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	133
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	159
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	113
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	156
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"40-44 years"	"40-44"	"White"	"2106-3"	20
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	51
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	87
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	103
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	132
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	117
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	143
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	152
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	115
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	168
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"35-39 years"	"35-39"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"40-44 years"	"40-44"	"White"	"2106-3"	28
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"45-49 years"	"45-49"	"White"	"2106-3"	43
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"50-54 years"	"50-54"	"White"	"2106-3"	95
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	87
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	96
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	138
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	133
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	167
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	120
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	165
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"35-39 years"	"35-39"	"White"	"2106-3"	19
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"40-44 years"	"40-44"	"White"	"2106-3"	29
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"45-49 years"	"45-49"	"White"	"2106-3"	34
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"50-54 years"	"50-54"	"White"	"2106-3"	66
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	85
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	113
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	138
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	131
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	126
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"80-84 years"	"80-84"	"White"	"2106-3"	115
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2016"	"2016"	"85+ years"	"85+"	"White"	"2106-3"	171
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"40-44 years"	"40-44"	"White"	"2106-3"	18
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	21
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	18
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	34
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	59
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	52
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	77
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	82
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	63
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	64
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	79
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	36
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	58
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	17
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	62
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	88
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	83
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	71
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	66
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	81
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"40-44 years"	"40-44"	"White"	"2106-3"	18
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	21
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	43
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	52
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	85
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	68
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	93
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	66
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	62
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	64
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"40-44 years"	"40-44"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"45-49 years"	"45-49"	"White"	"2106-3"	30
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"50-54 years"	"50-54"	"White"	"2106-3"	51
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	24
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	58
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	72
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	72
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	17
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	74
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	72
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	61
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	71
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"45-49 years"	"45-49"	"White"	"2106-3"	26
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"50-54 years"	"50-54"	"White"	"2106-3"	59
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	48
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	72
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	19
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	89
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	65
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	70
