"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"50-54 years"	"50-54"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2016"	"2016"	"80-84 years"	"80-84"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"35-39 years"	"35-39"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"40-44 years"	"40-44"	"White"	"2106-3"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	80
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	123
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	123
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	110
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"35-39 years"	"35-39"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"40-44 years"	"40-44"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"45-49 years"	"45-49"	"Asian or Pacific Islander"	"A-PI"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	73
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"Asian or Pacific Islander"	"A-PI"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	106
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	118
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	111
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	93
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	74
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"35-39 years"	"35-39"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"40-44 years"	"40-44"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	50
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"50-54 years"	"50-54"	"Asian or Pacific Islander"	"A-PI"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	91
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"55-59 years"	"55-59"	"Asian or Pacific Islander"	"A-PI"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	118
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	136
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	131
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	122
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	93
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	95
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	117
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"30-34 years"	"30-34"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"40-44 years"	"40-44"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"45-49 years"	"45-49"	"White"	"2106-3"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"50-54 years"	"50-54"	"Asian or Pacific Islander"	"A-PI"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"50-54 years"	"50-54"	"White"	"2106-3"	81
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"55-59 years"	"55-59"	"Asian or Pacific Islander"	"A-PI"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	118
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	118
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	115
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	100
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	119
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2015"	"2015"	"85+ years"	"85+"	"White"	"2106-3"	117
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"40-44 years"	"40-44"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"45-49 years"	"45-49"	"White"	"2106-3"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"50-54 years"	"50-54"	"Asian or Pacific Islander"	"A-PI"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"50-54 years"	"50-54"	"White"	"2106-3"	84
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"55-59 years"	"55-59"	"Asian or Pacific Islander"	"A-PI"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	120
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	129
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	134
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	126
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	103
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"80-84 years"	"80-84"	"White"	"2106-3"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2016"	"2016"	"85+ years"	"85+"	"White"	"2106-3"	100
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	"50-54 years"	"50-54"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"55-59 years"	"55-59"	"White"	"2106-3"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"60-64 years "	"60-64"	"White"	"2106-3"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2016"	"2016"	"85+ years"	"85+"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	20
